"gene"	"gene_cor"	"DICER1_p"	"gene_selected"	"genome_alignment"	"avg_pos"	"chromosome_name"
"EPHB6"	"0.0759400958927552"	1.5100858003503	"DICER1"	"chr7"	142864263.5	7
"CCDC84"	"-0.0759283670572213"	1.50972076447817	"DICER1"	"chr11"	119004925	11
"CFAP47"	"-0.076835389549659"	1.50966082463545	"DICER1"	"chrX"	36128741.6363636	24
"GABARAP"	"0.0759197883867088"	1.50945379881949	"DICER1"	"chr17"	7242270.25	17
"SPOCK1"	"0.0759158584702054"	1.50933150884099	"DICER1"	"chr5"	137193067.5	5
"TFAP2C"	"-0.0759130747195992"	1.50924488789686	"DICER1"	"chr20"	56631291	20
"ITGB7"	"-0.0758956731545376"	1.50870346586262	"DICER1"	"chr12"	53196800	12
"SEL1L3"	"0.0758858653382236"	1.50839835384546	"DICER1"	"chr4"	25823439.5	4
"MFSD4B"	"0.0758730248261359"	1.5079989439096	"DICER1"	"chr6"	111263720	6
"ZNF562"	"-0.0758682623227025"	1.50785081746717	"DICER1"	"chr19"	9656002.2	19
"RTEL1"	"-0.0758663648450289"	1.50779180291413	"DICER1"	"chr20"	63675645.25	20
"IL18"	"0.0758483614780726"	1.50723192694592	"DICER1"	"chr11"	112149059	11
"HMGCS1"	"-0.0758372244554171"	1.50688563511918	"DICER1"	"chr5"	43297903	5
"TACC1"	"-0.075799258223264"	1.50570542001527	"DICER1"	"chr8"	38820572.5	8
"SAMD4B"	"0.0757947212297821"	1.50556441419125	"DICER1"	"chr19"	39372949.5	19
"DEFB113"	"-0.0757913224911838"	1.50545878864634	"DICER1"	"chr6"	49969389.75	6
"MORN3"	"-0.0757856351695949"	1.50528204707081	"DICER1"	"chr12"	121663145.25	12
"MTMR9"	"0.0757830853611464"	1.50520281151265	"DICER1"	"chr8"	11292533.5	8
"ETV6"	"0.075749857380841"	1.50417043833373	"DICER1"	"chr12"	11850326	12
"PPP1CB"	"0.076301684581406"	1.50364193523644	"DICER1"	"chr2"	28765020.25	2
"CADPS2"	"0.0757210409152234"	1.50327541352781	"DICER1"	"chr7"	122580712.666667	7
"C9orf78"	"-0.0757178933306688"	1.50317766720121	"DICER1"	"chr9"	129833055.75	9
"CDK6"	"0.0757067741587515"	1.50283239338153	"DICER1"	"chr7"	92833196.25	7
"SEMA4F"	"-0.0757066890408247"	1.50282975044193	"DICER1"	"chr2"	74660242.75	2
"GIMAP8"	"0.0757031466043247"	1.5027197586747	"DICER1"	"chr7"	150468842.5	7
"FSCN2"	"-0.0756966696308268"	1.50251866062176	"DICER1"	"chr17"	81529034.5	17
"PRKAB1"	"-0.0756887797217769"	1.50227371161731	"DICER1"	"chr12"	119669357.25	12
"PTP4A1"	"0.0756693890749309"	1.50167179672455	"DICER1"	"chr6"	63578417.5	6
"KSR1"	"-0.075663822666879"	1.50149902919551	"DICER1"	"chr17"	27584353.75	17
"HOXD9"	"-0.0756491279643193"	1.50104298949605	"DICER1"	"chr2"	176123045	2
"MAJIN"	"-0.0756455539659581"	1.50093208340126	"DICER1"	"chr11"	64950107.75	11
"RNASEH2C"	"0.0756256742100429"	1.50031526155781	"DICER1"	"chr11"	65720436.5	11
"CYB5B"	"0.0756135863473297"	1.49994026538874	"DICER1"	"chr16"	69430395.25	16
"DEGS2"	"0.0755980430257837"	1.49945814062991	"DICER1"	"chr14"	100151966.75	14
"NEUROG3"	"-0.0761643709596482"	1.49941173260961	"DICER1"	"chr10"	69572965.25	10
"PLEKHO2"	"-0.0755963788341666"	1.49940652508697	"DICER1"	"chr15"	64858453.25	15
"SCNM1"	"-0.0755903480334947"	1.49921948488756	"DICER1"	"chr1"	151167179.5	1
"SPIRE2"	"0.0755691907551588"	1.49856340148723	"DICER1"	"chr16"	89853054.3333333	16
"FABP1"	"-0.0755650868594596"	1.49843615695464	"DICER1"	"chr2"	88126722.75	2
"ARL3"	"-0.0755570045323442"	1.49818557371855	"DICER1"	"chr10"	102702422.75	10
"OR10H4"	"-0.0755560710256125"	1.49815663276075	"DICER1"	"chr19"	15949324.75	19
"LKAAEAR1"	"-0.0755559863588719"	1.49815400790155	"DICER1"	"chr20"	64083958	20
"IL12RB1"	"-0.0755515454856424"	1.49801633405862	"DICER1"	"chr19"	18080428.25	19
"OR6Q1"	"-0.0755467526492983"	1.497867755881	"DICER1"	"chr11"	58031154.75	11
"MGST1"	"0.0755407395745196"	1.49768136061148	"DICER1"	"chr12"	16354268.25	12
"TAF13"	"0.0760995422934266"	1.49741662437675	"DICER1"	"chr1"	109073043.25	1
"NT5C3B"	"-0.0755306384832279"	1.49736826962243	"DICER1"	"chr17"	41833571	17
"SEMG1"	"0.0755295622039465"	1.49733491144811	"DICER1"	"chr20"	45207513.3333333	20
"TM6SF2"	"-0.0755246805229397"	1.49718361338243	"DICER1"	"chr19"	19271222.5	19
"CRTAM"	"0.0755086584425557"	1.4966870940462	"DICER1"	"chr11"	122848068.75	11
"DDX27"	"-0.0755043726944457"	1.49655429391282	"DICER1"	"chr20"	49221797.25	20
"MTA2"	"0.0760702824149176"	1.49651658157254	"DICER1"	"chr11"	62597951.5	11
"ALG3"	"0.0754905768157441"	1.49612684834509	"DICER1"	"chr3"	184245591.25	3
"DGCR6L"	"-0.0754741055181974"	1.49561658825624	"DICER1"	"chr22"	20319871.75	22
"OR2K2"	"-0.0754650301980859"	1.49533548322179	"DICER1"	"chr9"	111328088	9
"RGN"	"-0.0763483683227672"	1.49471972534664	"DICER1"	"chrX"	47084202.25	24
"ST8SIA4"	"0.0754328130295071"	1.49433777923579	"DICER1"	"chr5"	100901122	5
"SIPA1L2"	"0.0754029721813373"	1.49341396063066	"DICER1"	"chr1"	232498153	1
"TMEM104"	"-0.0753976028985329"	1.49324776750519	"DICER1"	"chr17"	74784868	17
"IRF3"	"-0.0753924557115705"	1.49308845744851	"DICER1"	"chr19"	49661220.25	19
"SPTSSB"	"0.0753563287044937"	1.49197053189125	"DICER1"	"chr3"	161346287	3
"FAM89B"	"-0.0753550916471836"	1.49193225936699	"DICER1"	"chr11"	65572735.75	11
"OR52J3"	"0.0753491096216881"	1.49174719219424	"DICER1"	"chr11"	5046754.5	11
"RCAN3"	"0.075305389005943"	1.49039494479789	"DICER1"	"chr1"	24514460.5	1
"TIMM50"	"-0.0753052117447397"	1.49038946347605	"DICER1"	"chr19"	39480753.5	19
"C17orf64"	"0.0752937409695496"	1.49003478216987	"DICER1"	"chr17"	60426134.6666667	17
"OR5T1"	"-0.0752871030238467"	1.48982955319315	"DICER1"	"chr11"	56275831.3333333	11
"MAP7"	"0.0752823582859247"	1.48968286615995	"DICER1"	"chr6"	136370449	6
"MRE11"	"0.0752811478625845"	1.48964544618865	"DICER1"	"chr11"	94479000.25	11
"M6PR"	"-0.0752516373187028"	1.48873327872627	"DICER1"	"chr12"	8944922.75	12
"PARD3"	"-0.0752427268933288"	1.48845791308768	"DICER1"	"chr10"	34416953.25	10
"TRMT112"	"0.0752403257174696"	1.48838371205676	"DICER1"	"chr11"	64317345.5	11
"PARN"	"0.0752397835193502"	1.48836695732866	"DICER1"	"chr16"	14616314.5	16
"TMEM59L"	"-0.0752296059465106"	1.48805247258388	"DICER1"	"chr19"	18614522.5	19
"POLR2E"	"-0.0757889305401434"	1.48787584302643	"DICER1"	"chr19"	1093477.5	19
"SPATS2L"	"-0.0752164790444832"	1.48764690297906	"DICER1"	"chr2"	200422967.5	2
"ABCA13"	"-0.075213224596539"	1.48754636184415	"DICER1"	"chr7"	48236618.75	7
"ADAM23"	"-0.0752017657900616"	1.48719238661424	"DICER1"	"chr2"	206520470.333333	2
"UTP4"	"0.0751939604476948"	1.4869512949034	"DICER1"	"chr16"	69141814	16
"SZRD1"	"-0.0751805592779535"	1.48653740435665	"DICER1"	"chr1"	16386309.25	1
"ZNF165"	"0.0751539656385957"	1.48571623839791	"DICER1"	"chr6"	28085742	6
"CRYBA4"	"-0.0751536453897347"	1.48570635103607	"DICER1"	"chr22"	26625591.75	22
"ARRDC3"	"-0.0751324625437388"	1.48505242453324	"DICER1"	"chr5"	91380385.5	5
"WNT10B"	"0.0751299671326326"	1.4849753991889	"DICER1"	"chr12"	48969761.25	12
"CFAP73"	"-0.0751218845670169"	1.4847259299127	"DICER1"	"chr12"	113152322.25	12
"GCLM"	"0.0751166593612917"	1.48456466444395	"DICER1"	"chr1"	93906025.5	1
"NDUFB10"	"-0.0750936903345592"	1.48385587480565	"DICER1"	"chr16"	1960454.25	16
"CMTR2"	"-0.075090993448853"	1.48377266399583	"DICER1"	"chr16"	71285577	16
"UBXN4"	"-0.0750816301997217"	1.48348378448663	"DICER1"	"chr2"	135751933.5	2
"AKT3"	"0.0750656595796612"	1.4829911156262	"DICER1"	"chr1"	243687193.75	1
"CRY1"	"-0.0750287228794568"	1.48185198706492	"DICER1"	"chr12"	107070127.25	12
"KLHL22"	"-0.0750277093926832"	1.48182073724058	"DICER1"	"chr22"	20478766.25	22
"SHCBP1"	"-0.0750242436478553"	1.4817138770295	"DICER1"	"chr16"	46613043.25	16
"SH3PXD2B"	"-0.075001624476671"	1.4810165482415	"DICER1"	"chr5"	172402328.75	5
"TEAD2"	"0.0749629711642974"	1.47982527853251	"DICER1"	"chr19"	49352297	19
"CLPSL1"	"0.0749566346456818"	1.47963003660073	"DICER1"	"chr6"	35781168.25	6
"HBS1L"	"-0.0749412572753716"	1.47915627953488	"DICER1"	"chr6"	135039851.25	6
"MS4A3"	"-0.0749282838032259"	1.47875664207574	"DICER1"	"chr11"	60067063	11
"MAGEC2"	"-0.0758196811565217"	1.47858402193099	"DICER1"	"chrX"	142203700.666667	24
"RAD21"	"0.0754752309106499"	1.47827097263161	"DICER1"	"chr8"	116864581.5	8
"SH2D7"	"-0.0749060500773384"	1.47807187456865	"DICER1"	"chr15"	78095850.75	15
"CCKAR"	"-0.0748994805811875"	1.47786957345891	"DICER1"	"chr4"	26488674.75	4
"ATP5F1D"	"-0.0748921543426376"	1.47764398543264	"DICER1"	"chr19"	1242210.75	19
"NIPAL1"	"-0.0748901849268199"	1.47758334650271	"DICER1"	"chr4"	48023019.5	4
"ZNF827"	"0.0748646566101986"	1.47679743343521	"DICER1"	"chr4"	145911259.5	4
"RAP1GAP"	"0.0748488550262962"	1.47631107092577	"DICER1"	"chr1"	21616521	1
"HNRNPA0"	"0.0748462477351384"	1.47623082783775	"DICER1"	"chr5"	137753851.75	5
"XPNPEP1"	"-0.0748423686580748"	1.47611144773932	"DICER1"	"chr10"	109892929.5	10
"AFMID"	"0.074817928329227"	1.47535939737697	"DICER1"	"chr17"	78197359	17
"TRIM7"	"0.074811912941702"	1.47517432779866	"DICER1"	"chr5"	181204879	5
"TESC"	"-0.0748091071418688"	1.47508800842492	"DICER1"	"chr12"	117062183.25	12
"NOP58"	"0.0748009429470717"	1.47483685431229	"DICER1"	"chr2"	202285618.75	2
"TBC1D16"	"-0.0747907286120082"	1.47452266188088	"DICER1"	"chr17"	79949766.25	17
"E2F8"	"-0.0753410167293649"	1.47417103265451	"DICER1"	"chr11"	19237224	11
"OXR1"	"0.0747788371289289"	1.47415692231813	"DICER1"	"chr8"	106736638	8
"CEP78"	"-0.074771829035823"	1.47394139948518	"DICER1"	"chr9"	78236487.5	9
"CASC4"	"-0.0747661833438552"	1.47376778652194	"DICER1"	"chr15"	44297684.25	15
"CIAO3"	"-0.074761843266397"	1.4736343299405	"DICER1"	"chr16"	736469.5	16
"SDHAF2"	"-0.0747460936495519"	1.47315008250478	"DICER1"	"chr11"	61435829	11
"TRAPPC13"	"0.0747363109659553"	1.47284933784782	"DICER1"	"chr5"	65641441.75	5
"LRCH4"	"-0.074714603332791"	1.47218209864425	"DICER1"	"chr7"	100581415.75	7
"C9orf64"	"-0.0752722754342674"	1.47207333050064	"DICER1"	"chr9"	83956361.75	9
"ATP6V1D"	"0.0747093467158718"	1.47202054574685	"DICER1"	"chr14"	67357982	14
"EDN2"	"0.0747067659596471"	1.47194123395273	"DICER1"	"chr1"	41484342.75	1
"GALNT13"	"0.0746756917687628"	1.47098642848196	"DICER1"	"chr2"	154143432	2
"VPS33A"	"0.0746713699790564"	1.47085365875874	"DICER1"	"chr12"	122254640.25	12
"RBPMS"	"-0.075221812981883"	1.47053436726931	"DICER1"	"chr8"	30460889.5	8
"TBC1D4"	"-0.0746479334248861"	1.47013376782097	"DICER1"	"chr13"	75418688.25	13
"TMEM134"	"-0.0746337061137799"	1.46969683869042	"DICER1"	"chr11"	67468878.25	11
"CXCL2"	"0.0746291746779134"	1.46955768914813	"DICER1"	"chr4"	74098926.25	4
"SP2"	"0.0746196754645734"	1.46926601227249	"DICER1"	"chr17"	47916722.25	17
"ZBTB46"	"0.0745346872056684"	1.46665769431933	"DICER1"	"chr20"	63790318	20
"SMR3A"	"-0.0745294029640811"	1.46649559510415	"DICER1"	"chr4"	70366711.5	4
"MST1"	"0.0745255222291701"	1.4663765554721	"DICER1"	"chr3"	49687019.5	3
"SP9"	"-0.0745198118738008"	1.46620140184931	"DICER1"	"chr2"	174336193.25	2
"PHETA1"	"0.0745070817779435"	1.46581096921522	"DICER1"	"chr12"	111363276.25	12
"BPIFC"	"0.074498578030229"	1.46555018760982	"DICER1"	"chr22"	32449843.75	22
"ANP32A"	"-0.0744787578456596"	1.46494245792707	"DICER1"	"chr15"	68804287.5	15
"CTCF"	"-0.0750279301344804"	1.46462891466065	"DICER1"	"chr16"	67626269.75	16
"FLVCR1"	"0.0744681905882881"	1.46461849408017	"DICER1"	"chr1"	212858753.75	1
"FAM155B"	"-0.0753219284268838"	1.46347194373579	"DICER1"	"chrX"	69505369.75	24
"ZNF469"	"-0.0744304633400868"	1.4634621674673	"DICER1"	"chr16"	88429637	16
"FAM117A"	"-0.0744176188875421"	1.46306859295834	"DICER1"	"chr17"	49731280.75	17
"RENBP"	"-0.0752952217022635"	1.46266328889095	"DICER1"	"chrX"	153944100.5	24
"ATP6V1B1"	"-0.0743986722843264"	1.46248813465192	"DICER1"	"chr2"	70953760.5	2
"BAG3"	"0.0743967097631879"	1.46242801632924	"DICER1"	"chr10"	119666646.75	10
"CCDC189"	"-0.0743929279053078"	1.46231216933779	"DICER1"	"chr16"	30761648.5	16
"ZFYVE27"	"-0.0743903578951017"	1.46223344662051	"DICER1"	"chr10"	97744040.5	10
"DNAJC3"	"0.0743902811730981"	1.4622310965592	"DICER1"	"chr13"	95712745.5	13
"UBL4B"	"-0.074387862692603"	1.4621570173702	"DICER1"	"chr1"	110112644.5	1
"HELZ"	"-0.0743748037339974"	1.46175704751337	"DICER1"	"chr17"	67169218.5	17
"ZBTB21"	"0.0743647211945853"	1.46144827655855	"DICER1"	"chr21"	41993158.5	21
"ESYT1"	"-0.074362523444088"	1.46138097622846	"DICER1"	"chr12"	56131074.25	12
"FARSA"	"-0.0743447607388651"	1.46083709648856	"DICER1"	"chr19"	12930843.25	19
"VKORC1"	"-0.0743416297637137"	1.4607412389553	"DICER1"	"chr16"	31094661.75	16
"FSTL5"	"0.074318908240502"	1.46004569315682	"DICER1"	"chr4"	161794538.666667	4
"TM7SF3"	"0.0743145664603067"	1.45991280231751	"DICER1"	"chr12"	27004580.25	12
"PPP1R42"	"0.0742920770097463"	1.45922455346549	"DICER1"	"chr8"	67015742	8
"GOT1L1"	"-0.0742882808909987"	1.45910839600631	"DICER1"	"chr8"	37938369	8
"AHSP"	"-0.0742881561183271"	1.45910457816444	"DICER1"	"chr16"	31528285.3333333	16
"SEZ6"	"-0.0742711389221702"	1.45858392589142	"DICER1"	"chr17"	28973115.5	17
"ARV1"	"-0.074265322526143"	1.45840599056483	"DICER1"	"chr1"	230979209.5	1
"GPR174"	"-0.0751472663622441"	1.45818735432869	"DICER1"	"chrX"	79171285.5	24
"TRIM6"	"0.0742556280795006"	1.45810944173635	"DICER1"	"chr11"	5607343.75	11
"CNGA1"	"-0.0742555864236517"	1.45810816756689	"DICER1"	"chr4"	47943302.5	4
"SYT16"	"0.0742524529720714"	1.45801232310539	"DICER1"	"chr14"	62054152	14
"MCTP1"	"0.0742361763929294"	1.45751451342739	"DICER1"	"chr5"	94937228	5
"KCNU1"	"-0.0742312092227932"	1.45736261220813	"DICER1"	"chr8"	36820253.25	8
"ABCB4"	"0.0742226354566805"	1.45710043600306	"DICER1"	"chr7"	87454392	7
"DVL2"	"-0.0742190526539788"	1.456990884819	"DICER1"	"chr17"	7232183.25	17
"DEFB115"	"-0.0742186281183299"	1.45697790408365	"DICER1"	"chr20"	31258138.5	20
"ATP7B"	"-0.074203257200462"	1.45650795668109	"DICER1"	"chr13"	51968800.25	13
"SLCO3A1"	"0.0742017078487859"	1.45646059127831	"DICER1"	"chr15"	91963366.75	15
"ATG2A"	"-0.0741984687615044"	1.45636157124648	"DICER1"	"chr11"	64912063	11
"TMEM69"	"0.0741931595867661"	1.45619927513366	"DICER1"	"chr1"	45693359.25	1
"CLEC4D"	"0.0741690769308259"	1.45546320520785	"DICER1"	"chr12"	8516211.25	12
"IRAK2"	"-0.0741440875633472"	1.45469961725537	"DICER1"	"chr3"	10189718	3
"SLC25A18"	"0.0741344052602339"	1.45440381320455	"DICER1"	"chr22"	17582345.75	22
"ANXA2"	"-0.0741114436100542"	1.45370243098795	"DICER1"	"chr15"	60377927.5	15
"DBNL"	"0.0740911033079951"	1.45308126000987	"DICER1"	"chr7"	44058378.25	7
"CYP21A2"	"0.0740843117388415"	1.45287388207841	"DICER1"	"chr6"	32039152	6
"BCL9L"	"-0.0740738181210399"	1.45255349236311	"DICER1"	"chr11"	118905409	11
"NUDT2"	"0.074070328205962"	1.4524469465077	"DICER1"	"chr9"	34342138	9
"FTSJ3"	"-0.0740411584645686"	1.45155655621653	"DICER1"	"chr17"	63824631.25	17
"WWC1"	"0.0745946161532495"	1.4514732644427	"DICER1"	"chr5"	168368184.75	5
"FGA"	"0.0740264848473529"	1.4511087544027	"DICER1"	"chr4"	154587658.333333	4
"CXorf38"	"-0.0748893373052571"	1.45040076612903	"DICER1"	"chrX"	40643231.75	24
"KCNMB1"	"-0.0739832259892493"	1.44978900144551	"DICER1"	"chr5"	170384179.25	5
"MOSPD1"	"-0.0748685929342222"	1.44977541467675	"DICER1"	"chrX"	134898706.75	24
"TPRA1"	"0.0739564777880941"	1.44897325772039	"DICER1"	"chr3"	127578393	3
"KPNA3"	"0.0739473466795161"	1.44869483706402	"DICER1"	"chr13"	49739602.25	13
"DDX1"	"0.074485791990018"	1.44817854686268	"DICER1"	"chr2"	15602526.75	2
"TEX35"	"-0.0739282513869846"	1.44811267974552	"DICER1"	"chr1"	178514847.25	1
"SAFB"	"0.0739192033313557"	1.44783687255298	"DICER1"	"chr19"	5650311.25	19
"STARD7"	"-0.0739130020490497"	1.44764785710556	"DICER1"	"chr2"	96198527.25	2
"CD151"	"0.0739046957805602"	1.44739470070658	"DICER1"	"chr11"	836653.666666667	11
"ENO1"	"-0.0744540321827486"	1.44721769868826	"DICER1"	"chr1"	8870928	1
"CIB1"	"0.0738962868787243"	1.44713843861068	"DICER1"	"chr15"	90231754.3333333	15
"PDE2A"	"-0.0738699326602591"	1.44633543684502	"DICER1"	"chr11"	72596592.75	11
"TFB2M"	"-0.0738470292097052"	1.44563775777443	"DICER1"	"chr1"	246563782.5	1
"SQLE"	"-0.073821006904735"	1.44484527525692	"DICER1"	"chr8"	125002945.25	8
"KIAA0825"	"0.073808807119204"	1.44447381743408	"DICER1"	"chr5"	94524808.25	5
"SCYL2"	"-0.0737959394688666"	1.44408207578116	"DICER1"	"chr12"	100309929	12
"SLFN12L"	"-0.0737837597479616"	1.44371132586259	"DICER1"	"chr17"	35480017.5	17
"PBDC1"	"-0.0746157955746541"	1.4421654222927	"DICER1"	"chrX"	76174748.5	24
"SRARP"	"0.0737120006464093"	1.44152794035917	"DICER1"	"chr1"	16004726	1
"RARG"	"0.0737097306501929"	1.44145889878682	"DICER1"	"chr12"	53214630.25	12
"PHF13"	"0.0742502603078693"	1.44106038268609	"DICER1"	"chr1"	6617685.5	1
"DYRK2"	"-0.0736930059879877"	1.44095027131938	"DICER1"	"chr12"	67657386.25	12
"PCDHGB1"	"0.073663596261731"	1.4400560834438	"DICER1"	"chr5"	141350541.25	5
"RNPS1"	"-0.0741993687744023"	1.43952463667451	"DICER1"	"chr16"	2263994	16
"ACIN1"	"0.0736055339875601"	1.43829153597897	"DICER1"	"chr14"	23065275.5	14
"IFNA4"	"0.0735974173948168"	1.43804495314749	"DICER1"	"chr9"	21187378.8333333	9
"ZAP70"	"-0.0735924041841194"	1.43789266180018	"DICER1"	"chr2"	97734836	2
"HINT3"	"0.073590737331452"	1.43784202790722	"DICER1"	"chr6"	125957098.25	6
"GLA"	"-0.0744677998923654"	1.43771949398947	"DICER1"	"chrX"	101406305.25	24
"C2orf15"	"-0.0735856214239271"	1.43768662777271	"DICER1"	"chr2"	99149826.5	2
"C3orf80"	"-0.0735622891984489"	1.43697799656454	"DICER1"	"chr3"	160225811.75	3
"ADAMDEC1"	"0.0735516665774681"	1.43665543049131	"DICER1"	"chr8"	24396176	8
"ZFAND2B"	"-0.0735491781624423"	1.43657987256338	"DICER1"	"chr2"	219207359	2
"WDR20"	"-0.0735359311375751"	1.43617767462818	"DICER1"	"chr14"	102139982	14
"ASMTL"	"0.074413254591291"	1.43608261621076	"DICER1"	"chrX"	1432072	24
"CAPS"	"-0.0735285696522261"	1.43595419387507	"DICER1"	"chr19"	5914588	19
"LRRC7"	"0.0735258203048587"	1.43587073330996	"DICER1"	"chr1"	69935742.6666667	1
"KPNA6"	"0.0735073195098706"	1.43530917633892	"DICER1"	"chr1"	32158580.25	1
"OR52B2"	"0.0735008643433923"	1.43511326743232	"DICER1"	"chr11"	6170093	11
"OR6B1"	"0.0734794046128041"	1.43446207765938	"DICER1"	"chr7"	144004202.25	7
"PPP2R5D"	"-0.0734755215169314"	1.43434426178005	"DICER1"	"chr6"	43007633.25	6
"LTK"	"-0.073462389823329"	1.43394587236748	"DICER1"	"chr15"	41511131.5	15
"CXCL9"	"-0.0734616322222672"	1.43392288993173	"DICER1"	"chr4"	76006546.5	4
"RABGAP1L"	"-0.0734524155746875"	1.43364331013089	"DICER1"	"chr1"	174877557	1
"CHRNA10"	"0.0734446307107944"	1.43340718338129	"DICER1"	"chr11"	3668825.33333333	11
"PMAIP1"	"-0.0734409456171368"	1.43329541560201	"DICER1"	"chr18"	59900223.25	18
"DR1"	"0.0739859178902586"	1.43309219155955	"DICER1"	"chr1"	93348509.25	1
"MRPL17"	"-0.0734234265137382"	1.43276412545183	"DICER1"	"chr11"	6683192.25	11
"TMPRSS11D"	"-0.0734183352988602"	1.43260974585201	"DICER1"	"chr4"	67843418.5	4
"IFITM1"	"0.0733899561501335"	1.43174936300361	"DICER1"	"chr11"	314241	11
"KRTAP4-8"	"0.0733853263408689"	1.4316090233454	"DICER1"	"chr17"	41098039.6666667	17
"RLF"	"0.0733835078248539"	1.43155390200375	"DICER1"	"chr1"	40232950.25	1
"MAU2"	"0.0733531484647901"	1.43063382944887	"DICER1"	"chr19"	19330855.5	19
"RASSF7"	"0.0733506845191231"	1.43055916980311	"DICER1"	"chr11"	562153.75	11
"KRTAP1-5"	"0.0733377667151559"	1.43016778091206	"DICER1"	"chr17"	41027033.6	17
"LAMB3"	"0.0733359651683457"	1.43011320112112	"DICER1"	"chr1"	209635778	1
"BICD1"	"-0.0733347393356943"	1.43007606379649	"DICER1"	"chr12"	32285971	12
"DHX33"	"0.0733280283627523"	1.42987275935878	"DICER1"	"chr17"	5462332.25	17
"TMEM127"	"-0.0733102228940756"	1.42933342387301	"DICER1"	"chr2"	96262682.75	2
"PGR"	"-0.0738604862330133"	1.42931889791611	"DICER1"	"chr11"	101059894.5	11
"HBG1"	"-0.0732886756149439"	1.42868088187432	"DICER1"	"chr11"	5249621	11
"TMEM92"	"-0.0732834618896346"	1.42852301054393	"DICER1"	"chr17"	50277640	17
"CWC25"	"-0.0732520206493168"	1.42757115431735	"DICER1"	"chr17"	38817416.5	17
"COQ5"	"-0.0732512583441735"	1.42754808008725	"DICER1"	"chr12"	120527369.5	12
"PRSS48"	"0.0732415751162904"	1.42725499431309	"DICER1"	"chr4"	151281517	4
"MORF4L1"	"0.0737826313207348"	1.42697930529055	"DICER1"	"chr15"	78891901.75	15
"BEST3"	"-0.0732283805526746"	1.42685567756514	"DICER1"	"chr12"	69690988	12
"KRT39"	"0.0732272179700669"	1.42682049612427	"DICER1"	"chr17"	40965875.5	17
"GMPR2"	"0.0732236824042803"	1.42671350739622	"DICER1"	"chr14"	24235095.75	14
"MRPL32"	"-0.0732183951740944"	1.42655351946308	"DICER1"	"chr7"	42933733.25	7
"KRT1"	"-0.0732157703691497"	1.42647409797386	"DICER1"	"chr12"	52679973	12
"PMVK"	"0.0732133006642055"	1.42639937150519	"DICER1"	"chr1"	154932889	1
"LRP2"	"-0.0732032033043461"	1.42609387334391	"DICER1"	"chr2"	169245465.25	2
"ALDOA"	"-0.0731926643994359"	1.42577505063364	"DICER1"	"chr16"	30067800.75	16
"CNTFR"	"-0.0731685106461714"	1.42504448479444	"DICER1"	"chr9"	34563279	9
"HSPA12B"	"0.0731669089151976"	1.42499604462739	"DICER1"	"chr20"	3745155.75	20
"RPA1"	"-0.0731625747912378"	1.42486497445748	"DICER1"	"chr17"	1852460.5	17
"GALNT16"	"0.0731266106545204"	1.42377759693567	"DICER1"	"chr14"	69312227.5	14
"GAST"	"0.0731128543919642"	1.42336178413663	"DICER1"	"chr17"	41715529	17
"TNFAIP8L1"	"-0.0730987919617399"	1.42293677881513	"DICER1"	"chr19"	4652000	19
"SLC18A2"	"-0.0730841924446238"	1.42249560762923	"DICER1"	"chr10"	117246177.25	10
"MZT2A"	"0.0730444038507522"	1.42129361104596	"DICER1"	"chr2"	131492188.5	2
"SBSPON"	"0.0730398537490056"	1.4211561863975	"DICER1"	"chr8"	73087026.75	8
"BCAS3"	"0.0730397828301275"	1.42115404451894	"DICER1"	"chr17"	60948331.75	17
"TXNIP"	"-0.0730308351679776"	1.42088382171561	"DICER1"	"chr1"	145995604.75	1
"USP6NL"	"0.0730194813285605"	1.42054096800129	"DICER1"	"chr10"	11497279	10
"ALKBH2"	"-0.0735535820229683"	1.42010720952481	"DICER1"	"chr12"	109092643.75	12
"NRN1"	"0.0729846585445214"	1.41948967381943	"DICER1"	"chr6"	6004837	6
"ADAM9"	"-0.072976682782815"	1.41924894100738	"DICER1"	"chr8"	39006762.25	8
"ANXA7"	"-0.072973078294681"	1.41914015318241	"DICER1"	"chr10"	73394928.5	10
"GAS2L2"	"-0.0729509978177571"	1.41847382753799	"DICER1"	"chr17"	35747671.25	17
"PKP1"	"-0.0729096247809332"	1.41722572391193	"DICER1"	"chr1"	201316584.5	1
"E4F1"	"-0.073450736374303"	1.41702689796969	"DICER1"	"chr16"	2230323.5	16
"GRIA2"	"0.0729005633780272"	1.41695244033002	"DICER1"	"chr4"	157320882.75	4
"TRIM13"	"0.0728963484877141"	1.41682533198541	"DICER1"	"chr13"	50012167.5	13
"RAB34"	"-0.0728822078148194"	1.41639893321186	"DICER1"	"chr17"	28716413	17
"C6orf58"	"0.0728698603135027"	1.41602665770772	"DICER1"	"chr6"	127577707.75	6
"PPP1R35"	"0.0728495087142279"	1.41541316523615	"DICER1"	"chr7"	100436161.25	7
"NRN1L"	"0.0728055931862359"	1.41408979309083	"DICER1"	"chr16"	67885376	16
"LARP7"	"-0.0727971706893576"	1.41383605530472	"DICER1"	"chr4"	112646062.666667	4
"ACY3"	"-0.0727381363208257"	1.41205820563955	"DICER1"	"chr11"	67646322.25	11
"MTMR3"	"0.0726975747799977"	1.41083731477382	"DICER1"	"chr22"	29997815.5	22
"TMBIM6"	"-0.0726789976573311"	1.41027832277411	"DICER1"	"chr12"	49754374	12
