"gene"	"gene_cor"	"DROSHA_p"	"gene_selected"	"genome_alignment"	"avg_pos"	"chromosome_name"
"COMMD1"	"-0.0750488467774401"	1.4824725545703	"DROSHA"	"chr2"	61929530	2
"ACADM"	"-0.0750347984334778"	1.48203932739838	"DROSHA"	"chr1"	75736623.25	1
"SLC38A4"	"-0.0750189678910277"	1.48155121559516	"DROSHA"	"chr12"	46783584.5	12
"SMIM4"	"-0.0750178120717428"	1.48151558071264	"DROSHA"	"chr3"	52536793.5	3
"TAT"	"-0.075578113286116"	1.48141762505664	"DROSHA"	"chr16"	71575570	16
"PTPN7"	"-0.0750141422015381"	1.4814024383431	"DROSHA"	"chr1"	202158549.75	1
"FAM135B"	"0.0749924844798036"	1.48073481656785	"DROSHA"	"chr8"	138216688	8
"RNASE6"	"0.0749844586713865"	1.48048745063589	"DROSHA"	"chr14"	20781772	14
"NCAPG2"	"0.075545939791974"	1.48043324321948	"DROSHA"	"chr7"	158685400.75	7
"LSM3"	"-0.0749702291617882"	1.4800489289514	"DROSHA"	"chr3"	14180925	3
"CHRND"	"-0.0749593843891733"	1.47971476061228	"DROSHA"	"chr2"	232528544	2
"TLL2"	"-0.0749541233483431"	1.47955266160251	"DROSHA"	"chr10"	96435874.25	10
"SERPINA11"	"0.0749488136694561"	1.47938907293596	"DROSHA"	"chr14"	94448394.75	14
"KRTAP3-3"	"-0.0749484883495273"	1.47937905027658	"DROSHA"	"chr17"	40994009.3333333	17
"OAT"	"0.0754774311083934"	1.47833823080246	"DROSHA"	"chr10"	124405649.75	10
"ARHGAP45"	"0.0748837422708072"	1.47738498373749	"DROSHA"	"chr19"	1072468.25	19
"GINS4"	"-0.0748797553750214"	1.47726223793125	"DROSHA"	"chr8"	41537642.75	8
"KIF2C"	"-0.0748774151197464"	1.47719019011911	"DROSHA"	"chr1"	44747569.5	1
"ZNF280D"	"-0.0748449197523735"	1.47618995811452	"DROSHA"	"chr15"	56701945.5	15
"ZP3"	"0.0748392236388871"	1.47601466207417	"DROSHA"	"chr7"	76431448	7
"ASL"	"0.0748278078315993"	1.47566337542527	"DROSHA"	"chr7"	66084990.75	7
"AASDHPPT"	"-0.0747950299438419"	1.47465496658127	"DROSHA"	"chr11"	106078241.5	11
"RNF186"	"0.0747905819020678"	1.47451814933255	"DROSHA"	"chr1"	19814924.75	1
"CIART"	"-0.0747778676403091"	1.47412710629495	"DROSHA"	"chr1"	150283423.75	1
"DCAKD"	"0.0747737177081555"	1.47399948107974	"DROSHA"	"chr17"	45032911.3333333	17
"SYNGR1"	"0.0747692501871789"	1.47386209500542	"DROSHA"	"chr22"	39350052.75	22
"MPPE1"	"0.0747554585039967"	1.47343801057686	"DROSHA"	"chr18"	11894397.25	18
"SUN5"	"-0.0747273172561069"	1.47257287514313	"DROSHA"	"chr20"	33001084.75	20
"LPA"	"-0.0747115341298423"	1.47208777100822	"DROSHA"	"chr6"	160612767	6
"TSPAN17"	"-0.0746894998744624"	1.4714106672182	"DROSHA"	"chr5"	176652040.25	5
"NDUFA13"	"-0.0746836514878532"	1.47123097461406	"DROSHA"	"chr19"	19518773.75	19
"CR1"	"-0.0746825618928924"	1.47119749783989	"DROSHA"	"chr1"	207544383.666667	1
"THY1"	"0.0746773127965682"	1.47103622961884	"DROSHA"	"chr11"	119420316	11
"ABCA13"	"-0.0746725895493488"	1.47089112458153	"DROSHA"	"chr7"	48236618.75	7
"CHPF"	"-0.0746625978081906"	1.47058418713837	"DROSHA"	"chr2"	219541332.75	2
"CCL5"	"-0.0746537732779267"	1.47031313181256	"DROSHA"	"chr17"	35879870	17
"OR7C1"	"-0.0746484197043771"	1.47014870289038	"DROSHA"	"chr19"	14799935	19
"IFNL2"	"-0.0746456973034977"	1.47006509094371	"DROSHA"	"chr19"	39268982	19
"SLC46A3"	"0.0746416596120259"	1.46994108737825	"DROSHA"	"chr13"	28715679.25	13
"CTPS2"	"0.0755266901337656"	1.4696793056192	"DROSHA"	"chrX"	16696642.75	24
"XPNPEP1"	"-0.0746236112682324"	1.46938685910113	"DROSHA"	"chr10"	109892929.5	10
"ZBTB42"	"0.07459223300224"	1.46842354262873	"DROSHA"	"chr14"	104801453	14
"GPA33"	"-0.0745826976772919"	1.46813086912	"DROSHA"	"chr1"	167075419.25	1
"GPD1"	"-0.0745631639654122"	1.46753139943346	"DROSHA"	"chr12"	50105323.25	12
"LRRC25"	"-0.0745567660072814"	1.4673350790314	"DROSHA"	"chr19"	18396739.5	19
"CELA1"	"-0.0745298127553824"	1.46650816553029	"DROSHA"	"chr12"	51342929.25	12
"LGALS9"	"-0.074517989381541"	1.46614550276322	"DROSHA"	"chr17"	27640053.25	17
"OR5M10"	"-0.0745164312058254"	1.46609771157494	"DROSHA"	"chr11"	56577424	11
"HPS6"	"-0.0745153541418514"	1.46606467713417	"DROSHA"	"chr10"	102066131.75	10
"CCDC125"	"-0.0745083147979679"	1.46584878374104	"DROSHA"	"chr5"	69315347.75	5
"ASNSD1"	"-0.0744765944464984"	1.46487613100227	"DROSHA"	"chr2"	189666373	2
"CLUL1"	"0.0744377369626055"	1.46368506614224	"DROSHA"	"chr18"	624305.75	18
"ATF6"	"0.0744285287874107"	1.46340288633031	"DROSHA"	"chr1"	161804066	1
"HSD17B8"	"-0.0744261109177772"	1.4633287964264	"DROSHA"	"chr6"	33205125	6
"STX1A"	"-0.0744256335338863"	1.46331416834455	"DROSHA"	"chr7"	73711582.25	7
"DYNC2H1"	"0.0744253932753148"	1.46330680632622	"DROSHA"	"chr11"	103157528	11
"GOLGA6A"	"-0.0744240523829167"	1.46326571895397	"DROSHA"	"chr15"	74078821.2857143	15
"ALX3"	"-0.0744083496497992"	1.46278460134405	"DROSHA"	"chr1"	110069008.25	1
"KRTAP22-2"	"0.074334684787392"	1.46052862358329	"DROSHA"	"chr21"	30590356.75	21
"RPUSD3"	"-0.0743210849754499"	1.46011231972943	"DROSHA"	"chr3"	9842932.25	3
"DPPA5"	"0.074314117096981"	1.45989904879247	"DROSHA"	"chr6"	73354167.75	6
"CFAP126"	"0.0742987433217317"	1.45942854707733	"DROSHA"	"chr1"	161365934.5	1
"PCDHGB7"	"-0.0742886159580827"	1.45911864854147	"DROSHA"	"chr5"	141418592	5
"CHRM4"	"0.0742788501679617"	1.45881984509843	"DROSHA"	"chr11"	46386099.75	11
"EGFL8"	"-0.0742777373370862"	1.45878579778745	"DROSHA"	"chr6"	32166527.25	6
"OTULIN"	"-0.0742707479016714"	1.45857196344554	"DROSHA"	"chr5"	14673208.25	5
"VPS35L"	"0.0742686876749687"	1.45850893596636	"DROSHA"	"chr16"	19560304	16
"ITGA11"	"-0.0742598116298735"	1.45823741102232	"DROSHA"	"chr15"	68335048	15
"IL6R"	"-0.0742571273236696"	1.45815530099726	"DROSHA"	"chr1"	154430898.25	1
"ELOA"	"0.0748128535152004"	1.45809171453905	"DROSHA"	"chr1"	23751164	1
"REEP5"	"-0.0742404414322783"	1.45764494902039	"DROSHA"	"chr5"	112917187.75	5
"KCMF1"	"-0.0742376808859539"	1.45756052393436	"DROSHA"	"chr2"	85040981	2
"RAB33A"	"0.0751154690904961"	1.45722631357032	"DROSHA"	"chrX"	130178329.5	24
"CCDC71"	"-0.074224202729963"	1.45714835972566	"DROSHA"	"chr3"	49163889.5	3
"XPO6"	"0.0742152081595534"	1.45687333644078	"DROSHA"	"chr16"	28146426.75	16
"PTPN21"	"0.0742125983408337"	1.456793541902	"DROSHA"	"chr14"	88485365.75	14
"ADIPOQ"	"-0.0742094214948928"	1.45669641357464	"DROSHA"	"chr3"	186853963.25	3
"PSME3"	"0.0741978740523074"	1.45634339114076	"DROSHA"	"chr17"	42835351.25	17
"THAP10"	"-0.0741947426233789"	1.45624766602704	"DROSHA"	"chr15"	70892098	15
"HDDC2"	"0.0741923070269961"	1.45617321407741	"DROSHA"	"chr6"	125301262.75	6
"SSX2IP"	"-0.0741792264952277"	1.4557733972226	"DROSHA"	"chr1"	84664241.75	1
"DHX58"	"-0.0741586139496802"	1.45514346881259	"DROSHA"	"chr17"	42110430.75	17
"CCT8"	"-0.0741538610666642"	1.45499823779823	"DROSHA"	"chr21"	29066890.25	21
"PAQR8"	"0.0741219801788259"	1.45402425820639	"DROSHA"	"chr6"	52403391.5	6
"KIF12"	"-0.0740862173206955"	1.45293206680142	"DROSHA"	"chr9"	114095503.75	9
"BID"	"0.0740784966870115"	1.45269633337951	"DROSHA"	"chr22"	17739072	22
"GGT5"	"-0.0740696760115476"	1.45242703567565	"DROSHA"	"chr22"	24235745	22
"GSPT1"	"0.0740577388961505"	1.45206263157603	"DROSHA"	"chr16"	11894397	16
"GRIK5"	"-0.0740576595361616"	1.45206020910673	"DROSHA"	"chr19"	42060983.75	19
"NF2"	"-0.0740462119300001"	1.4517107910919	"DROSHA"	"chr22"	29612256.75	22
"MAP4K4"	"-0.074028049456313"	1.4511564990643	"DROSHA"	"chr2"	101799426	2
"KRTAP19-1"	"0.074023290504149"	1.45101128017217	"DROSHA"	"chr21"	30480286.5	21
"ZNF714"	"-0.0740217603651425"	1.45096458968151	"DROSHA"	"chr19"	21108180.25	19
"ADAM22"	"-0.0740159204109019"	1.45078639681213	"DROSHA"	"chr7"	88126505.5	7
"S100A5"	"-0.0739912620404791"	1.45003412248096	"DROSHA"	"chr1"	153540135.75	1
"ABCD2"	"-0.0739838552927123"	1.44980819614182	"DROSHA"	"chr12"	39619394.5	12
"HLA-DQB2"	"-0.0739837699246362"	1.44980559228051	"DROSHA"	"chr6"	32762235.5	6
"RASGEF1C"	"-0.0739689739860014"	1.44935432775271	"DROSHA"	"chr5"	180132806	5
"ZNF670"	"0.0739590007145217"	1.44905019005518	"DROSHA"	"chr1"	247038186.75	1
"CTR9"	"0.0744956225401749"	1.44847602031992	"DROSHA"	"chr11"	10755460.75	11
"C5orf51"	"0.0739338053263997"	1.44828199049221	"DROSHA"	"chr5"	41907802	5
"CASZ1"	"-0.0739329136829979"	1.44825480825845	"DROSHA"	"chr1"	10661714.25	1
"SLAMF7"	"-0.0739122194490904"	1.44762400428162	"DROSHA"	"chr1"	160746034	1
"PRAC1"	"-0.073905723226013"	1.44742601374678	"DROSHA"	"chr17"	48722353	17
"PAOX"	"0.0738993228455449"	1.44723095740062	"DROSHA"	"chr10"	133379963	10
"PIDD1"	"0.0738936606518627"	1.44705840869881	"DROSHA"	"chr11"	802985.5	11
"PMF1"	"0.0744088284639103"	1.44585066871758	"DROSHA"	"chr1"	156213102.5	1
"ITPKA"	"-0.073847178299319"	1.44564229876517	"DROSHA"	"chr15"	41496122.25	15
"DDX27"	"0.07381774174765"	1.44474585345257	"DROSHA"	"chr20"	49221797.25	20
"ZNF688"	"-0.0738131850397245"	1.44460711046981	"DROSHA"	"chr16"	30572211	16
"TXK"	"-0.0737940985652979"	1.44402603577142	"DROSHA"	"chr4"	48102373.75	4
"AURKB"	"-0.0743268831917026"	1.44337414904495	"DROSHA"	"chr17"	8206938.75	17
"PCDHGA4"	"-0.0737725478053831"	1.44337007672126	"DROSHA"	"chr5"	141355769.25	5
"RBM10"	"0.0746401974062824"	1.44289912882338	"DROSHA"	"chrX"	47175476	24
"HOXA10"	"-0.0737554206829148"	1.44284886897865	"DROSHA"	"chr7"	27173937	7
"RPE"	"-0.0737553263848156"	1.44284599958358	"DROSHA"	"chr2"	210014114.166667	2
"FNTA"	"0.0737357192045737"	1.4422494344352	"DROSHA"	"chr8"	43056496	8
"LYPD3"	"-0.0737238630283874"	1.44188875944256	"DROSHA"	"chr19"	43463859.25	19
"TTC17"	"0.0737170958180269"	1.44168291515121	"DROSHA"	"chr11"	43394098.25	11
"ERBIN"	"0.073700141995937"	1.44116727946144	"DROSHA"	"chr5"	66040821	5
"HIST1H2AB"	"-0.0736940872986695"	1.44098315326159	"DROSHA"	"chr6"	26033471.2	6
"ATP2B2"	"-0.0736609382542618"	1.43997528160743	"DROSHA"	"chr3"	10395588.25	3
"BEND3"	"-0.0736392911168658"	1.43931730515097	"DROSHA"	"chr6"	107070399.25	6
"KLF6"	"0.0736111532303842"	1.43846226134883	"DROSHA"	"chr10"	3782068.25	10
"CASC4"	"-0.0736073413083634"	1.43834644539901	"DROSHA"	"chr15"	44297684.25	15
"LARP7"	"-0.0736055324077701"	1.43829148798278	"DROSHA"	"chr4"	112646062.666667	4
"EFHD2"	"-0.073605456163764"	1.43828917158557	"DROSHA"	"chr1"	15414048.25	1
"COL22A1"	"0.0736019000092709"	1.4381811327985	"DROSHA"	"chr8"	138814906	8
"PLXDC2"	"0.0735939862701452"	1.43794072155774	"DROSHA"	"chr10"	19962586.5	10
"METTL2A"	"0.0735752207584718"	1.43737072415408	"DROSHA"	"chr17"	62425228	17
"KRTAP9-3"	"-0.0735686656579439"	1.43717164108459	"DROSHA"	"chr17"	41232613	17
"PCDHA6"	"-0.0735654098062781"	1.43707276362421	"DROSHA"	"chr5"	140828339.25	5
"SND1"	"0.0741100505738272"	1.43683125490091	"DROSHA"	"chr7"	127691801.25	7
"TNPO2"	"-0.073548568279199"	1.43656135444361	"DROSHA"	"chr19"	12715331.75	19
"GABBR2"	"-0.0735438995255133"	1.43641959919092	"DROSHA"	"chr9"	98634356	9
"TMC1"	"-0.0735395231751982"	1.43628672833488	"DROSHA"	"chr9"	72741636.25	9
"RC3H2"	"-0.0735131204567808"	1.435485241517	"DROSHA"	"chr9"	122885697.4	9
"MC1R"	"0.0735099428070419"	1.43538879499651	"DROSHA"	"chr16"	89919493.75	16
"CS"	"-0.0735000047713735"	1.43508718113839	"DROSHA"	"chr12"	56289724	12
"SDHAF3"	"0.0734938950335505"	1.43490176955918	"DROSHA"	"chr7"	97117838.25	7
"TROAP"	"-0.0734886526047031"	1.43474268756434	"DROSHA"	"chr12"	49323841.5	12
"LDLR"	"0.073459569562651"	1.43386031842172	"DROSHA"	"chr19"	11106948.3333333	19
"EPYC"	"-0.0734584635500193"	1.43382676769319	"DROSHA"	"chr12"	90982950.5	12
"PDE12"	"-0.0734455918036274"	1.43343633374597	"DROSHA"	"chr3"	57556553	3
"ING1"	"0.0739833311047697"	1.43301432496711	"DROSHA"	"chr13"	110719459	13
"EPHA4"	"-0.0734265176658786"	1.43285786167861	"DROSHA"	"chr2"	221527840.25	2
"FAM20B"	"-0.0734127426188566"	1.43244016993934	"DROSHA"	"chr1"	179047158.25	1
"NKAPD1"	"0.0734073912184134"	1.43227791917246	"DROSHA"	"chr11"	112079584.75	11
"SLC35F5"	"0.0733985448313935"	1.43200972276308	"DROSHA"	"chr2"	113749625.75	2
"TFF2"	"-0.0733954786311921"	1.43191677039844	"DROSHA"	"chr21"	42350425.75	21
"CCL28"	"0.0733954160748834"	1.43191487402469	"DROSHA"	"chr5"	43394402.25	5
"NRXN3"	"0.0733750193299563"	1.43129661970941	"DROSHA"	"chr14"	79472173.25	14
"ZNF154"	"0.07336711410468"	1.43105703661404	"DROSHA"	"chr19"	57702470.25	19
"BRPF1"	"0.0738993866420082"	1.43048859169841	"DROSHA"	"chr3"	9737966.25	3
"PRPF18"	"0.0733465722659941"	1.430434569334	"DROSHA"	"chr10"	13596322	10
"CHST4"	"-0.0733124578601641"	1.4294011164569	"DROSHA"	"chr16"	71536941.5	16
"PABPC1L"	"0.0733115425063823"	1.42937339205811	"DROSHA"	"chr20"	44915261	20
"ETHE1"	"-0.073861242397071"	1.42934163045151	"DROSHA"	"chr19"	43526568.75	19
"HCN2"	"0.0733089353125624"	1.42929442636372	"DROSHA"	"chr19"	597033.75	19
"PTEN"	"-0.0733047848059889"	1.4291687218512	"DROSHA"	"chr10"	87937365	10
"ING3"	"-0.0738506448102945"	1.42902305185605	"DROSHA"	"chr7"	120951656.5	7
"VSIG8"	"-0.0732755878729756"	1.42828460208435	"DROSHA"	"chr1"	159858655.25	1
"ABHD3"	"-0.0732708916087846"	1.42814241857184	"DROSHA"	"chr18"	21698721.75	18
"AMIGO2"	"-0.0732570749886378"	1.4277241488837	"DROSHA"	"chr12"	47078716.25	12
"ITSN1"	"-0.0732543225540502"	1.42764083183847	"DROSHA"	"chr21"	33743095.25	21
"VSIG2"	"0.0732541764060854"	1.42763640796165	"DROSHA"	"chr11"	124750543.75	11
"SEC11A"	"-0.0732516010565373"	1.42755845363203	"DROSHA"	"chr15"	84689635.75	15
"C10orf90"	"0.0732355927696856"	1.42707393932745	"DROSHA"	"chr10"	126504604.5	10
"COPS3"	"-0.0732353429328697"	1.42706637829395	"DROSHA"	"chr17"	17269989.75	17
"HIST1H4A"	"-0.0732300470199397"	1.42690610803681	"DROSHA"	"chr6"	26021730.25	6
"POGZ"	"-0.0732291777361901"	1.42687980174585	"DROSHA"	"chr1"	151421066.25	1
"C7"	"0.0732263034720465"	1.42679282238529	"DROSHA"	"chr5"	40940181	5
"ZMAT3"	"-0.0732215372522719"	1.42664859550877	"DROSHA"	"chr3"	179048447.75	3
"ZMIZ2"	"0.0737686539723001"	1.4265594772488	"DROSHA"	"chr7"	44758803.25	7
"ECI1"	"-0.0732025817977727"	1.42607507056329	"DROSHA"	"chr16"	2249197.5	16
"ITGAE"	"-0.0731914025512395"	1.4257368795935	"DROSHA"	"chr17"	3763830	17
"NPHP1"	"-0.0731733707400029"	1.42519147061269	"DROSHA"	"chr2"	110166406.75	2
"CACNB3"	"-0.073168383403401"	1.42504063663964	"DROSHA"	"chr12"	48822828.75	12
"HNRNPC"	"-0.0737069900324481"	1.42470804897907	"DROSHA"	"chr14"	21224800.6666667	14
"HIST2H2BF"	"-0.0731493794401677"	1.42446596467556	"DROSHA"	"chr1"	149812216.5	1
"PKN3"	"-0.073132169379651"	1.42394563846224	"DROSHA"	"chr9"	128711623.25	9
"TP53RK"	"-0.0731204225771446"	1.42359054147897	"DROSHA"	"chr20"	46689249.25	20
"ITGB1BP2"	"0.0739855641353214"	1.42327981721113	"DROSHA"	"chrX"	71302056.25	24
"TIMM21"	"-0.0730865432531753"	1.42256664027395	"DROSHA"	"chr18"	74149002	18
"DDX50"	"-0.0730691763711053"	1.42204191939895	"DROSHA"	"chr10"	68907970	10
"SAAL1"	"0.0730616129621738"	1.42181342938516	"DROSHA"	"chr11"	18099753	11
"MRGPRX4"	"-0.0730595484483821"	1.42175106373194	"DROSHA"	"chr11"	18173403.75	11
"TMED5"	"-0.0730574605825299"	1.42168799402554	"DROSHA"	"chr1"	93180143.75	1
"OR6C3"	"-0.0730533730296052"	1.42156452229809	"DROSHA"	"chr12"	55331896.5	12
"TRIM61"	"0.0730461271974711"	1.42134566221595	"DROSHA"	"chr4"	164969871	4
"ARHGAP25"	"-0.0730299256428525"	1.42085635513254	"DROSHA"	"chr2"	68803103.5	2
"SH3TC2"	"-0.0730134199840634"	1.42035794934894	"DROSHA"	"chr5"	149045553.25	5
"HIST1H2AE"	"-0.0729960850480727"	1.4198345957034	"DROSHA"	"chr6"	26217094.5	6
"PUS3"	"0.072974783627909"	1.41919162169459	"DROSHA"	"chr11"	125895937.5	11
"PCDHA8"	"-0.072923770616807"	1.41765240137214	"DROSHA"	"chr5"	140842002.75	5
"NTN1"	"0.072915860578586"	1.4174138049621	"DROSHA"	"chr17"	9023091.25	17
"LCMT1"	"0.0729135638064985"	1.41734452942179	"DROSHA"	"chr16"	25126348.25	16
"RAPGEF3"	"-0.0729105756306686"	1.4172544021754	"DROSHA"	"chr12"	47749186	12
"SLC25A34"	"0.0729063871158667"	1.41712807592005	"DROSHA"	"chr1"	15737323.25	1
"SELENOS"	"0.0728977680876557"	1.41686814219712	"DROSHA"	"chr15"	101276990.5	15
"RAET1G"	"-0.0728915018023192"	1.41667917757552	"DROSHA"	"chr6"	149921277	6
"SPI1"	"0.0734388691237228"	1.41667167678837	"DROSHA"	"chr11"	47364517.75	11
"RGS7"	"-0.0728549560546502"	1.41557736070452	"DROSHA"	"chr1"	241105496.5	1
"NDST3"	"-0.0728476964494795"	1.41535854146126	"DROSHA"	"chr4"	118096303.5	4
"TBC1D5"	"0.0728388260889961"	1.41509119346524	"DROSHA"	"chr3"	17424056	3
"C6orf10"	"-0.0728245790430684"	1.41466184721454	"DROSHA"	"chr6"	32345828	6
"NELFB"	"-0.0733440685339052"	1.41383560035831	"DROSHA"	"chr9"	137256199.25	9
"AUNIP"	"0.0727914763002641"	1.41366451776972	"DROSHA"	"chr1"	25841607	1
"SUMO3"	"0.072789604545475"	1.41360813535298	"DROSHA"	"chr21"	44815008	21
"FGF1"	"-0.0727854273840071"	1.41348231173384	"DROSHA"	"chr5"	142614095.25	5
"LYSMD1"	"-0.0727803566587257"	1.41332957979834	"DROSHA"	"chr1"	151162964.5	1
"FAM133A"	"-0.0736435215105671"	1.41308166418291	"DROSHA"	"chrX"	93709573.6666667	24
"PNPLA5"	"0.0727594463581004"	1.4126998406902	"DROSHA"	"chr22"	43890554.25	22
"ZCCHC2"	"-0.0727387510271531"	1.41207671213725	"DROSHA"	"chr18"	62523870.75	18
"CCDC47"	"0.0727163878949701"	1.41140351934621	"DROSHA"	"chr17"	63764855.5	17
"NTRK2"	"-0.072706196091718"	1.41109677016616	"DROSHA"	"chr9"	84690089	9
"SLC27A3"	"-0.0726807578386784"	1.41033128254404	"DROSHA"	"chr1"	153776226.25	1
"THSD1"	"0.0726752454996363"	1.41016543233873	"DROSHA"	"chr13"	52388138.25	13
"CADM2"	"-0.0726713723029027"	1.41004890490599	"DROSHA"	"chr3"	85600171	3
"MAGEA11"	"0.0735396045837137"	1.40999051188491	"DROSHA"	"chrX"	149714475.75	24
"FBXO43"	"-0.0726646337763559"	1.40984618364987	"DROSHA"	"chr8"	100141606	8
"TMEM82"	"-0.0726592000636296"	1.40968272678264	"DROSHA"	"chr1"	15743262	1
"MRPS12"	"-0.07265388816978"	1.40952294351458	"DROSHA"	"chr19"	38932403	19
"RTKN"	"-0.0726417873256664"	1.40915898009501	"DROSHA"	"chr2"	74429550	2
"FSTL5"	"0.0726381662789623"	1.40905007700021	"DROSHA"	"chr4"	161794538.666667	4
"PRIM1"	"0.0726345286789532"	1.40894068024835	"DROSHA"	"chr12"	56751959.5	12
"IL13"	"-0.0726086500193745"	1.40816252954362	"DROSHA"	"chr5"	132658526	5
"FBXO2"	"-0.0726073141177913"	1.40812236580669	"DROSHA"	"chr1"	11650654.5	1
"PEBP4"	"0.0726014301587794"	1.40794547194528	"DROSHA"	"chr8"	22898288.5	8
"EGFLAM"	"0.0725893090186457"	1.40758109962251	"DROSHA"	"chr5"	38457776.75	5
"FAM209A"	"0.0725790502973602"	1.40727274965512	"DROSHA"	"chr20"	56524920.5	20
"ZNF607"	"-0.0725757251867812"	1.40717281280208	"DROSHA"	"chr19"	37706703	19
"RARS"	"-0.0725707805536787"	1.40702420735958	"DROSHA"	"chr5"	168492282	5
"TBL1X"	"0.0739457494118163"	1.40668130425345	"DROSHA"	"chrX"	9687198.75	24
"ZNF766"	"0.0725579075656813"	1.40663736037878	"DROSHA"	"chr19"	52286541.75	19
"MARCH1"	"-0.0725546783215255"	1.40654032639572	"DROSHA"	"chr4"	163592727.5	4
"AKAP4"	"0.0734154232239695"	1.4063009509883	"DROSHA"	"chrX"	50194089.25	24
"ABHD5"	"0.0725454552579179"	1.40626320525038	"DROSHA"	"chr3"	43701582.75	3
"LCN12"	"-0.0725419155067761"	1.40615685513525	"DROSHA"	"chr9"	136952791.25	9
"NDUFS5"	"-0.0725023645534517"	1.40496883582672	"DROSHA"	"chr1"	39028786	1
"FABP3"	"-0.0724891655047001"	1.40457247717978	"DROSHA"	"chr1"	31371239.25	1
"TCP11L1"	"0.0724654511964387"	1.4038604909577	"DROSHA"	"chr11"	33055495.25	11
"VWF"	"-0.0724579246344379"	1.40363455456904	"DROSHA"	"chr12"	6062039.5	12
"ZNF518B"	"0.0724529392127289"	1.40348490937778	"DROSHA"	"chr4"	10446167.5	4
"GORAB"	"0.0724510535165062"	1.40342830932334	"DROSHA"	"chr1"	170539386	1
"MME"	"-0.0724412010648192"	1.40313260169441	"DROSHA"	"chr3"	155098691.5	3
"PPP2CB"	"-0.0724358962235057"	1.40297339699938	"DROSHA"	"chr8"	30804370.4	8
"DIO3"	"0.072426824970887"	1.40270117840765	"DROSHA"	"chr14"	101561627.25	14
"SCNN1G"	"0.0724245432775968"	1.40263271133458	"DROSHA"	"chr16"	23187975	16
"MRPL10"	"-0.0724207165507213"	1.40251788593622	"DROSHA"	"chr17"	47828258	17
"ATRNL1"	"-0.0724193556322973"	1.40247705111153	"DROSHA"	"chr10"	115184540.5	10
"OR4F6"	"0.0723912539663393"	1.40163398210559	"DROSHA"	"chr15"	101805925	15
"TMEM53"	"-0.0723530672526906"	1.40048875573832	"DROSHA"	"chr1"	44659942	1
"IL17F"	"0.0723522076023761"	1.40046297998749	"DROSHA"	"chr6"	52238821.75	6
"SLC22A11"	"-0.0728829291474618"	1.40008008171238	"DROSHA"	"chr11"	64559137.25	11
"SCEL"	"0.0723354118232188"	1.39995942238666	"DROSHA"	"chr13"	77573796.5	13
"FILIP1L"	"0.0723249035435681"	1.39964441699633	"DROSHA"	"chr3"	99850451	3
"RAB29"	"0.0723128178375544"	1.39928216853239	"DROSHA"	"chr1"	205771330.25	1
"DCHS1"	"-0.0722966958891329"	1.39879901258327	"DROSHA"	"chr11"	6636354	11
"IFNB1"	"-0.0722923617073219"	1.39866913625939	"DROSHA"	"chr9"	21077708.5	9
"HUWE1"	"0.0736693949764756"	1.39854351156197	"DROSHA"	"chrX"	53612202.5	24
"CDK5RAP3"	"-0.0722874741578343"	1.3985226850821	"DROSHA"	"chr17"	47975170	17
"FAM160B2"	"0.072276509247908"	1.39819415859755	"DROSHA"	"chr8"	22097370.25	8
"TAL2"	"-0.0722636457458835"	1.39780879574645	"DROSHA"	"chr9"	105662536	9
"CCKAR"	"-0.0722574162690097"	1.39762219285064	"DROSHA"	"chr4"	26488674.75	4
"GPR150"	"-0.0722545600586728"	1.39753663967567	"DROSHA"	"chr5"	95620514.5	5
"SMARCB1"	"-0.072781305109189"	1.39705762240857	"DROSHA"	"chr22"	23791560.25	22
"CD200"	"-0.0722221491786223"	1.39656600499499	"DROSHA"	"chr3"	112344137.25	3
"DEFB1"	"0.0722191093392401"	1.39647498554223	"DROSHA"	"chr8"	6876086	8
"CRIM1"	"-0.0722177567122404"	1.39643448586625	"DROSHA"	"chr2"	36435169.75	2
"ST8SIA4"	"0.0722164094460452"	1.39639414727663	"DROSHA"	"chr5"	100901122	5
"PZP"	"-0.0722011278882691"	1.3959366413353	"DROSHA"	"chr12"	9196339.75	12
"C8orf76"	"0.0722002128756273"	1.39590924963391	"DROSHA"	"chr8"	123239125.666667	8
"RASD2"	"0.0721914541806401"	1.3956470638743	"DROSHA"	"chr22"	35546978.25	22
"MIB2"	"0.0721801499774248"	1.39530871590646	"DROSHA"	"chr1"	1625862.5	1
"CYP4F3"	"-0.072176621121418"	1.39520310142224	"DROSHA"	"chr19"	15642859.8	19
"TAF15"	"-0.0721760804566932"	1.39518692031515	"DROSHA"	"chr17"	35826406	17
"STK10"	"0.0721597544240633"	1.39469835558526	"DROSHA"	"chr5"	172136088.25	5
"PKM"	"-0.0721582509641782"	1.39465336803595	"DROSHA"	"chr15"	72209856.75	15
"IL1RN"	"-0.0721120795794158"	1.39327214487612	"DROSHA"	"chr2"	113129888	2
"LSM12"	"0.0720929995871737"	1.39270156140719	"DROSHA"	"chr17"	44058635	17
"ALG11"	"-0.0720911916857225"	1.39264750244156	"DROSHA"	"chr13"	52022977	13
"FBXO42"	"-0.07208534551757"	1.39247270032521	"DROSHA"	"chr1"	16310150.75	1
"GDF2"	"-0.0720782669808188"	1.39226106451111	"DROSHA"	"chr10"	47323950.75	10
"LALBA"	"-0.0720710525329771"	1.39204538151348	"DROSHA"	"chr12"	48569782.75	12
